url,title,product_description,rating,reviews_count,tags,product_details,amount_of_stars,seller_name,delivery_price,item_price,total_price,currency,price_from,price_to
https://www.google.com/shopping/product/11166251882714643594?hl=en-US,G-Shock GMB2100D-1A Watch - Silver,"[""If you don't like the products, you can return them within 30 days, unless otherwise specified."",""Exceptions to this are always explicitly mentioned in the product description."",""Case size (L× W× H) : 49.8 × 44.4 × 12.8 mm."",""Weight : 165 g.""]",4.8,960.0,"[""Smartwatch"",""Chronograph"",""Wrist"",""Analog-Digital"",""Water Resistant"",""Bluetooth"",""With Alarm"",""Solar Powered""]","This new model inherits the octagon form that was also employed for the original Dw-5000C. Analog-digital timekeeping comes packed into a no-nonsense simple design without sacrificing G-Shock level toughness, and now includes Tough Solar power and Smartphone Link. The 44mm stainless steel case is a mere 11.9 mm thin, which is one of the thinnest among G-Shock combination models. The stainless steel link bracelet secures in place with a fold-over clasp and the watch is water-resistant to 200m.","{""1_star"":16,""2_stars"":7,""3_stars"":19,""4_stars"":101,""5_stars"":817}",Cas███Ame███a,"Free delivery by Mon, Oct 28",$550.00,586.44,USD,550.0,586.44
https://www.google.com/shopping/product/12550147066598313984?hl=en-US,"Sony PlayStation 4 1TB Pro Console, Black","[""Take your gaming experience to the next level with spectacular graphics of this console"",""Enhance your gameplay with the dual shock controllers"",""The 4K gaming delivers crisp and vibrant gaming visuals for an extraordinaty feel""]",4.7,17572.0,"[""Blu-ray Compatible"",""4K Capable"",""PlayStation Network"",""With Motion Control"",""Jet Black"",""Bluetooth"",""Wi-Fi"",""With Streaming""]","This PS4 Pro Console bundle with Call of Duty WWII and GT Sport is your invitation to amazing 4K gaming. Boasting more than double the graphics processing power of the old-school PS4, you can now get full value out of your Ultra HD TV and join the gaming revolution as everything comes to life in amazing detail and vivid colours with the PS4 Pro. Experience higher quality visuals, as well as faster and more stable frame rates. Cutting edge hi-res graphics combine with the latest High Dynamic Range (HDR) technology to ensure visuals are now more realistic, strikingly vivid and truer to what the human eye sees in the real world, creating an absorbing gaming experience suitable for all ages. In Call of Duty WW2 you will find yourself at the heart of the Normandy Invasion and other key battles as you discover the camaraderie, bravery and determination that were so crucial to Allied victory. There's a gripping solo mission as well as multiplayer options. Gran Turismo Sport is a beautifully lifelike motor racing experience than deserves to be seen in 4K through the PS4 Pro. Get instant access to only the fastest, most desirable driving machines on the planet and experience the thrill of speed without limitation, be it alone, with friends or in the definitive online racing completion so real that it's recognized by the FIA. The new Pro's other exciting features include Blu-ray movies, internet access, digital photo and video storage, plus video chat, so you'll never be short of fun. There's no need to worry about your multiplayer experiences because you can still connect, collaborate and compete with friends using original PS4 consoles and the new PS4 Slim using the PlayStation Network. You're ready for PlayStation VR too - an immersive 360 gaming experience tha's not to be missed! You can use the drop-down menu above to pick the bundle that suits you best, including with an extra DualShock 4 controller and/or 12 months PlayStation Network access.","{""1_star"":541,""2_stars"":209,""3_stars"":479,""4_stars"":2204,""5_stars"":14139}",eBay,Free delivery,$526.86,558.47,USD,526.86,558.47
https://www.google.com/shopping/product/4874018847757998960?hl=en-US,"Samsung 12.4"" Galaxy Tab S9+ - 256GB - Graphite","[""Tab into your potential."",""Now featuring Dynamic AMOLED 2X displays standard on all Galaxy Tab S9 Series. Plus, IP68 water and dust resistance on our mightiest tablets yet."",""Galaxy Tab S9 Series. The new standard of premium tablets."",""All Galaxy Tab S9 Series devices now feature Dynamic AMOLED 2X screens, plus Dolby Atmos surround sound from quad speakers tuned by AKG."",""Big screens. Big experiences."",""Outdoor viewing with Vision Booster."",""Three sizes. One Series."",""Find the perfect Galaxy Tab S9 Series device to unleash greatne.""]",4.7,2781.0,"[""With Stylus"",""Android"",""With Wi-Fi Only"",""2800 x 1752"",""Graphite"",""Energy Star""]","This Samsung Galaxy Tab S9+ comes equipped with superior functionalities that help make everyday living easier and more enjoyable. Embedded with undeniably reliable Wi-Fi 6E, this device ensures smooth streaming, fast downloads, and virtually no lag time during gaming. It also offers a huge 256GB of storage, providing ample space for movies, photos, games, and more. Powerful performance is ensured by the Snapdragon 8 Gen 2 chip, Samsung’s most robust tablet processor. This allows for seamless operation, even for heavy-duty uses. The tablet also boasts super-fast charging to reduce down time and let you stay productive or entertained throughout the day. With the included S Pen, you can jot down ideas or create artwork with much ease and accuracy. The pen mimics the feel of a real one, thereby elevating your tablet-specific tasks. The addition of Dolby Atmos surround sound gives an immersive audio experience, enhancing your movies, music, games, and video calls. A 12.4"" Dynamic AMOLED 2X screen on this Galaxy Tab S9+ displays vibrant colors and deep contrasts for a captivating viewing experience. It features a Vision Booster that automatically adjusts brightness and contrast to its optimal level for your current lighting condition. Durability isn’t compromised either. Its sturdy Armor Aluminum frame is designed to withstand bumps, and it is one of the few tablets that are both water- and dust-resistant. Additionally, it features DeX mode, giving you a PC-like interface right on your tablet. You can open multiple windows, work from a taskbar, and easily interact with your files. With its sleek design and vast features, the Galaxy Tab S9+ is built to inspire, entertain, and assist.","{""1_star"":85,""2_stars"":37,""3_stars"":70,""4_stars"":272,""5_stars"":2317}",Sam███g,"Free delivery by Fri, Oct 25",$999.99,1079.99,USD,999.99,1079.99
https://www.google.com/shopping/product/9056910455407409308?hl=en-US,Samsung Galaxy S20 5G - Gray - 128 GB - Unlocked,"[""The 6.2\"" screen offers immersive viewing experience"",""Storage capacity of 128 GB allows you to store media conveniently"",""Diligently engineered 30x Space Zoom helps capture distant objects in crisp quality""]",4.4,8575.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""Triple Lens"",""Android"",""GSM"",""CDMA""]","More camera, more power, more fun in a slim, balanced form. Create anywhere on the sleek, powerful Galaxy S20 5G with an expansive 6. 2 Infinity-O display and radical new 30x Space Zoom. Galaxy S20 5G s modern design gives you an immersive, cinema-quality experience with next-level functionality. Take pro-quality, hi-res images and video with a groundbreaking 64Mp camera and full system of studio lenses with super stabilization. Features like the Single Take AI make it quick and easy to capture multiple photos and video with a single tap. Zoom in close, even from 100 feet away, and capture crisp images at night, even without flash, with Bright Night mode. Share your content in real time with double-tap sharing and get hours of power from minutes of charge with Super Fast Charging. Galaxy S20 5G s intelligent battery lasts all day to power every scroll, click, call, tap, playlist and season finale. Do more of what you love with the device that gives you more.","{""1_star"":562,""2_stars"":219,""3_stars"":407,""4_stars"":1377,""5_stars"":6010}",Ama███.co███ Se██████,Delivery date & cost shown at checkout,$449.97,474.72,USD,449.97,474.72
https://www.google.com/shopping/product/4590312734720041104?hl=en-US,Lenovo 21F8004BUS ThinkPad T14s AMD G4 AMD Ryzen 7 Pro 7840U 14 inch,"[""Boost your business performance"",""Trusted quality is a given"",""Keeps up when you're on the go"",""Engineered to endure""]",4.6,270.0,"[""Touchscreen"",""Windows OS"",""Octa Core"",""English / North America"",""With Backlit Keyboard"",""USB-A"",""HDMI"",""Ethernet"",""3.5 mm Jack"",""1920 x 1200""]","With Cortana Premium, you can speak commands to your ThinkPad T14s laptop from across the room. Integrated dual far-field microphones wake your device with a simple phrase as long as the cover is open. Quickly and easily find files and calendar events. Even put your system into standby mode to improve battery performance. Convenient and time-saving. The ThinkPad T14s laptop improves productivity with the call-control key. With just the touch of a button, you can easily answer, make, and disconnect from conference calls on your device by using the F9-F11 function keys.","{""1_star"":8,""2_stars"":4,""3_stars"":14,""4_stars"":38,""5_stars"":206}",Pro███tag███,Free delivery,"$1,392.11",1513.92,USD,1392.11,1513.92
https://www.google.com/shopping/product/10586640427824595492?hl=en-US,Nespresso Vertuo Next Deluxe Coffee and Espresso Machine by De'Longhi Chrome,"[""PRECISION BREWING: unlocks a smooth full bodied coffee topped with a velvety layer of coffee foam, for a perfect cup every time."",""SUSTAINABILITY: Nespresso capsules are fully recyclable. Recycle the aluminum capsules through Nespresso's free program.""]",4.1,4704.0,"[""Automatic"",""Pump"",""Nespresso Compatible"",""Pod Compatible"",""Chrome""]","Nespresso by De'Longhi introduces the Vertuo Next Premium, the latest Vertuo Nespresso coffee maker, which features an all-new design for the ultimate brewing experience. In addition to its original espressos, this machine produces an extraordinary cup of coffee with a smooth layer of crema - the signature of a truly great cup of coffee. The coffee experts at Nespresso have carefully chosen the origin and roasting of each coffee blend and created a patented brewing system called Centrifusion technology. Just insert a Vertuo capsule and close the lever. When activated, the capsule spins up to 7,000 rotations per minute, blending ground coffee with water and producing the perfect crema to enjoy quality coffee in larger cup sizes. The machine delivers the optimal in-cup results for each blend using capsule-specific brewing with barcode reading. Each machine includes a complimentary welcome set with a range of Nespresso Vertuo capsules with unique aroma profiles.","{""1_star"":672,""2_stars"":221,""3_stars"":153,""4_stars"":478,""5_stars"":3180}",Ama███.co███ Se██████,Delivery date & cost shown at checkout,SALE$169.95$209.00Was $209.00,183.97,USD,169.95,209.0
https://www.google.com/shopping/product/11472605559541309861?hl=en-US,Nike Men's Sportswear Club Fleece Full-Zip Hoodie - Dark Grey Heather/Matte Silver/White - S,"[""The cotton blend fabric helps reduce the chances of skin irritation"",""Soft fleece lining offers warmth to keep you comfortable"",""Ribbed cuffs help prevent the sleeves from rolling up""]",4.6,1920.0,"[""Solid"",""Men's"",""S"",""Cotton"",""Cotton Blend"",""Fleece"",""Polyester"",""Zipper"",""Long Sleeve"",""Hooded""]","WARM COVERAGE. STREET STYLE. The Nike Sportswear Club Fleece Hoodie combines soft fabric with simple street style that's versatile enough for everyday use. With a full zipper that goes to the chin, it's the perfect extra layer on a chilly day. Benefits:Fabric is brushed, making it super soft and comfortable. Full zipper allows for easy on and off. Product Details:Ribbing at sleeves and hem. Body: 80-82% cotton/18-20% polyester. Hood lining: 100% cotton. Material percentages may vary. Check label for actual content. Machine wash. Imported. Style: BV2645; Color: Dark Grey Heather/Matte Silver/White; Size: S; Gender: Male; Age Group: Adult | Nike Sportswear Club Fleece Men's Full-Zip Hoodie in Grey, Size: Small | BV2645-063","{""1_star"":111,""2_stars"":25,""3_stars"":56,""4_stars"":154,""5_stars"":1574}",Nike,,25% OFF$70.00,83.46,USD,25.0,83.46
https://www.google.com/shopping/product/16473848109734268839?hl=en-US,Salomon Men's x Ultra Pioneer Mid Climasalomon Waterproof Black / Magnet / Monument 10.5,"[""All weather."",""Secure foothold."",""A reinforced SensiFit construction holds your foot comfortably in place, especially on those tough downhills."",""Stable & cushioned.""]",4.3,115.0,"[""Men's"",""10½"",""Genuine Leather"",""Mesh"",""Rubber"",""Waterproof"",""Black"",""Ankle"",""Lace-up"",""Casual""]","All weather Two types of rubber and a patterned heel area grab the ground, giving you more control in muddy conditions. While the waterproof membrane keeps the wet out. Secure foothold A reinforced SensiFit construction holds your foot comfortably in place, especially on those tough downhills. Stable & cushioned Surrounded by foam cushioning for comfort, the Advanced Chassis connects directly to the sole to stabilize your heel. The higher cut wraps the ankle for extra protection.","{""1_star"":6,""2_stars"":8,""3_stars"":7,""4_stars"":15,""5_stars"":79}",Ama███.co███,Free delivery,$150.00,162.38,USD,150.0,162.38
https://www.google.com/shopping/product/15413883208851302295?hl=en-US,used Samsung Galaxy S21+ Plus 5G G996u 256GB Phantom Black Fully Unlocked Smartphone (Used),,4.3,3663.0,"[""Smartphone"",""Single SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""Triple Lens"",""Android"",""With OLED Display"",""2400 x 1080"",""USB C""]","Used Samsung Galaxy S21+ Plus 5G G996U 256GB Phantom Black Fully Unlocked (Used)Condition: This item is in Good condition, meaning it will show signs of normal use such as light to moderate wear on the front, back, and edges of the device. The device will have a battery life of at least 80%. The device may have very minor screen blemishes or burn-in, but will not impair functionality. All devices go through our rigorous testing procedures, which include a combination of industry-leading testing software and manual verification by our on-site technicians. All devices will come with a compatible charging cable and adapter, but will not include original box, earbuds, or other accessories.Network: Fully Unlocked","{""1_star"":305,""2_stars"":110,""3_stars"":246,""4_stars"":610,""5_stars"":2392}",New███.co███ GM█████████,Free delivery,"$329.00RefurbishedRefurbished itemThis item has been returned to the store or manufacturer. Before being sold again, it's expected to be in near-mint condition and show next to no signs of use.",352.85,USD,329.0,352.85
https://www.google.com/shopping/product/13200807660598220577?hl=en-US,Bulova Quadra Quartz Diamond Blue Dial Men&s Watch 98D154,"[""Bulova's Men's Modern Collection features the best in geometric silhouettes and cutting-edge design."",""3 Hand."",""Silver-Tone Stainless Steel."",""3 Diamond Accents and Metalized Mineral Crystal.""]",4.9,20.0,"[""Quartz"",""Wrist"",""Analog"",""Water Resistant"",""Scratch-resistant""]","Introducing a new tank-style men's watch from the Modern Collection by Bulova, the 30 x 45mm stainless steel case with edge to edge blue faceted metalizing mineral crystal has a contrasting gold-tone crown. The rectangular blue dial showcases three diamonds and gold-tone stick indexes. The two-tone, gold-tone PVD-finish and stainless steel bracelet secures with a deployment buckle clasp. The watch is water-resistant to 30 meters, and features a quartz movement.","{""1_star"":0,""2_stars"":0,""3_stars"":0,""4_stars"":2,""5_stars"":18}",Bul███,"Free delivery by Fri, Oct 11",$318.75,351.42,USD,318.75,351.42
https://www.google.com/shopping/product/14462515127636630119?hl=en-US,"Apple 10.9-inch iPad Air Wi-Fi - 5th Generation - Tablet - 256 GB - 10.9"" IPS (2360 x 1640) - Space Gray","[""Light, bright and full of might"",""Supercharged by the Apple M1 chip"",""12MP Ultra-Wide front camera with Center Stage"",""Works with Apple Pencil and Magic Keyboard""]",4.8,10811.0,"[""iPadOS"",""5G"",""2360 x 1640"",""Space Gray"",""Energy Star""]","Overview iPad Air. With an immersive 10.9-inch Liquid Retina display.1 The breakthrough Apple M1 chip delivers faster performance, making iPad Air a creative and mobile gaming powerhouse. Legal Apps are available on the App Store. 1The display has rounded corners. When measured diagonally as a rectangle, the iPad Air screen is 10.86 inches. Actual viewable area is less. 2Data plan required. 5G is available in select markets and through select carriers. Speeds vary based on site conditions and carrier. 3Accessories are sold separately. Compatibility varies by generation. 4Battery life varies by use and configuration.","{""1_star"":204,""2_stars"":66,""3_stars"":111,""4_stars"":537,""5_stars"":9893}",eBay,"$6.77 delivery by Fri, Oct 11",$700.00,778.52,USD,700.0,778.52
https://www.google.com/shopping/product/7057183746771601461?hl=en-US,Apple iPad Pro (9.7 inch) 32gb Rose Gold Wi-Fi Mm172ll/a,,3.1,78.0,"[""iPadOS"",""With Wi-Fi Only"",""2048 x 1536"",""Rose Gold / Pink""]","The 9.7-inch iPad Pro delivers an unprecedented combination of portability and performance. At just 6.1mm thin and weighing less than a pound, iPad Pro features the brightest, most advanced Retina display ever with True Tone, advanced sensors that adjust the display to your environment for even more comfortable viewing. It has a powerful A9X chip with 64-bit desktop-class architecture, four speaker audio, advanced iSight and FaceTime HD cameras, Touch ID fingerprint sensor, ultra-fast Wi-Fi and up to 10 hours of battery life. When you add the Apple Pencil with its pixel-perfect precision, and the incredibly thin Smart Keyboard, iPad Pro becomes even more versatile.","{""1_star"":29,""2_stars"":5,""3_stars"":6,""4_stars"":7,""5_stars"":31}",Wal███t,Delivery date & cost shown at checkout,"$119.00RefurbishedRefurbished itemThis item has been returned to the store or manufacturer. Before being sold again, it's expected to be in near-mint condition and show next to no signs of use.",128.52,USD,119.0,128.52
https://www.google.com/shopping/product/9197117797260033055?hl=en-US,Synology DiskStation DS224+ 2-Bay NAS Enclosure,"[""Centralized data storage"",""Sharing and syncing across systems"",""Powerful backup and restoration"",""Built-in data management tools""]",4.8,535.0,"[""Personal Cloud Storage"",""Without Hard Drive"",""Gigabit Ethernet"",""10/100 Ethernet"",""RAID 0"",""RAID 1"",""NAS""]","The Synology DS224+ DiskStation is a compact NAS designed for small organizations and teams to easily manage and share their data. It features two drive bays that can support both 3.5"" and 2.5"" SATA hard drives and SSDs, providing ample storage space for up to 2048 user accounts and 1500 concurrent connections. The device is equipped with an AES-NI hardware encryption engine, 2GB of DDR4 RAM, and a 2.0 GHz Intel Celeron J4125 quad-core processor for efficient data management. Additionally, the DS224+ is equipped with 2 x Gigabit Ethernet ports and 2 x USB-A 3.2 Gen 1 ports for fast data transfers. With a 92mm cooling fan and Synology DiskStation Manager OS, this NAS ensures a reliable and secure storage solution.","{""1_star"":3,""2_stars"":5,""3_stars"":12,""4_stars"":43,""5_stars"":472}",Wal███t,Delivery date & cost shown at checkout,SALE$304.79$391.16Was $391.16,331.91,USD,304.79,391.16
https://www.google.com/shopping/product/3779206660231541585?hl=en-US,Party City Custom Big Head Size 36in | Party Supplies | Personalized Party,,4.4,534.0,"[""Photo Prop""]",Your loved one will have no issue spotting you in the crowd when you cheer for them with this Custom Big Head in hand! Customize the cardboard prop by simply uploading a fun image of your friend or family member's face. The result will be a 24 or 36-inch cutout that's perfect for graduations sports games and any other big events. With a big head cutout there's no denying that your support will be seen. Create a giant cheering prop to bring a personalized touch to any occasion! pbCustom Big Head product details:-b-p ul li24in or 36in tall-li -ul.,"{""1_star"":52,""2_stars"":16,""3_stars"":19,""4_stars"":24,""5_stars"":423}",Par███Cit███,$7.99 delivery,$20.00,32.19,USD,20.0,32.19
https://www.google.com/shopping/product/3802993126795441425?hl=en-US,"Lenovo Chromebook N23 Yoga 11.6"" Touch 4GB 32GB Mediatek Mt8173c X22.16GHz, Black (Refurbished)",,3.4,432.0,"[""Touchscreen"",""Chrome OS"",""Dual Core"",""English / North America"",""HDMI"",""3.5 mm Jack"",""1366 x 768"",""Solid State Drive"",""Black"",""Energy Star""]","It features a rugged non-slip exterior, reinforced ports and hinges, a sealed touchpad, and a water-resistant keyboard with mechanically anchored keys. Specs-wise, it's powered by a Media Tek MT8173c quad-core processor and 4GB of LPDDR3 RAM. Like most Chromebooks, storage space is limited, so the N23 is equipped with 32GB of built-in e MMC flash storage, which lets you boot up and load applications within seconds. Should you need more space, you can connect external storage solutions using its USB ports and its SD media card reader. Its 11.6"" display is driven by integrated graphics and has a 1366 x 768 resolution for clear HD content reproduction. With 10-finger touchscreen support, you'll be able to utilize touch gestures and commands to help increase its accessibility and your productivity. A HDMI port lets you connect an additional display for enhanced multitasking capabilities or larger viewing. Other integrated features include 802.11ac Wi-Fi, Bluetooth, a webcam, microphone, speakers, and a 3.5mm mic and headphone combo jack. The operating system installed is Chrome OS.","{""1_star"":134,""2_stars"":11,""3_stars"":18,""4_stars"":86,""5_stars"":183}",Wal███t -███pre█████████,Free delivery,$49.00Used,53.78,USD,49.0,53.78
https://www.google.com/shopping/product/7595903845221595250?hl=en-US,"Refurbished Apple MacBook Pro with Apple M1 Chip (13-inch, 8GB Ram, 512gb SSD Storage) - Space Gray (Latest Model)",,4.4,6586.0,"[""Mac OS"",""Octa Core"",""Solid State Drive"",""Space Gray""]","The Apple M1 chip redefines the 13-inch MacBook Pro. Featuring an 8-core CPU that flies through complex workflows in photography, coding, video editing, and more. Incredible 8-core GPU that crushes graphics-intensive tasks and enables super-smooth gaming. An advanced 16-core Neural Engine for more machine learning power in your favorite apps. Superfast unified memory for fluid performance. And the longest-ever battery life in a Mac at up to 20 hours. Its Apple's most popular pro notebook. Way more performance and way more pro.","{""1_star"":664,""2_stars"":144,""3_stars"":172,""4_stars"":598,""5_stars"":5008}",Wal███t,Free delivery,"$689.00RefurbishedRefurbished itemThis item has been returned to the store or manufacturer. Before being sold again, it's expected to be in near-mint condition and show next to no signs of use.",742.4,USD,689.0,742.4
https://www.google.com/shopping/product/870024884463716302?hl=en-US,"Reebok ATR Chill Men's Shoes, Size: 7.5 Medium, White",,4.7,23.0,"[""Unisex"",""7½"",""Genuine Leather"",""Mesh"",""Rubber"",""Fashion Sneaker"",""Lace-up"",""Casual""]","Experience bliss from sole to soul! Lace up the Reebok ATR Chill to relax, recharge, and unwind with ease. The upper takes design cues from Above the Rim basketball heritage, letting you kick-start your day with a slam dunk. Living up to the hype, these shoes are powered by a comfy OrthoLite sockliner that lets you escape the hustle and embrace the chill with confidence. Chic and ultra-light, the Reebok ATR Chill keeps the good times rolling in your life. Leather upper offers maximum durability. Lace closure provides a secure fit.","{""1_star"":1,""2_stars"":0,""3_stars"":1,""4_stars"":2,""5_stars"":19}",Ree███,"Delivery by Thu, Oct 24",SALE$42.00$75.00Was $75.00,53.75,USD,42.0,75.0
https://www.google.com/shopping/product/6428305683930128948?hl=en-US,HP Chromebook 11a-na0036 Mediatek Mt8183 2.0GHz 32GB 4GB Touchscreen BT Chrome Os Webcam Indigo Blue,"[""MediaTek MT8183 ( 2.0 GHz base frequency, 2 MB L2 cache, 8 cores) | MediaTek Integrated Graphics"",""11.6\"" diagonal, HD (1366 x 768), touch, IPS, anti-glare, 220 nits, 50% NTSC"",""Qualcomm Atheros QCA6174A-3 802.11 a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 4.2 combo""]",3.9,2247.0,"[""Touchscreen"",""Chrome OS"",""Octa Core"",""English / North America"",""USB-C"",""1366 x 768"",""Intel GPU"",""Solid State Drive"",""Indigo Blue"",""With No-glare Screen""]",,"{""1_star"":391,""2_stars"":99,""3_stars"":121,""4_stars"":267,""5_stars"":1369}",Ico███,"Free delivery by Thu, Oct 17","SALE$89.99$299.99Was $299.99RefurbishedRefurbished itemThis item has been returned to the store or manufacturer. Before being sold again, it's expected to be in near-mint condition and show next to no signs of use.",89.99,USD,89.99,299.99
https://www.google.com/shopping/product/4225263927731973217?hl=en-US,Coach Outlet Andrea Carryall - Black,,4.7,91.0,"[""Crossbody"",""Shoulder Bag"",""Genuine Leather"",""Black Copper/Black""]",Crafted of refined calf leather and finished with fabric lining this leather carryall bag delivers security softness and durability on demand. Even better? This top handle bag is easy to hold with a long detachable strap that can be comfortably slung over the shoulder or worn as a crossbody. Featuring zip closure for easy access and an interior pocket to keep things organized Andrea easily fits your wallet keys phone and other essentials. This is a carryall bag you can carry practically anywhere (good thing because you’ll want to take Andrea Carryall everywhere).,"{""1_star"":2,""2_stars"":2,""3_stars"":3,""4_stars"":4,""5_stars"":80}",COA███Out███,Delivery date & cost shown at checkout,SALE$179.00$428.00Was $428.00,189.74,USD,179.0,428.0
https://www.google.com/shopping/product/835442032089697407?hl=en-US,Samsung Galaxy Z Fold5 512gb in Phantom Black (Unlocked)(SM-F946UZBEXAA),"[""The light, compact Galaxy Z Fold"",""Slimmer, lighter and more portable"",""Keep it bright, even in direct light"",""Enjoy all day battery"",""Powerful gaming with the fast Snapdragon on a Galaxy Z Fold"",""The 50MP MVP"",""Dual preview puts your subject in control"",""Make lowlight your high favorite setting"",""Armor aluminum frame"",""Flex hinge""]",4.5,29571.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""Triple Lens"",""Android"",""GSM"",""Foldable"",""Facial Recognition""]",,"{""1_star"":1440,""2_stars"":566,""3_stars"":1239,""4_stars"":5416,""5_stars"":20910}",Swa███,Free delivery,$732.00Used,780.5,USD,732.0,780.5
https://www.google.com/shopping/product/2494938543976860724?hl=en-US,Samsung Galaxy S24 - 128 GB - Amber Yellow - Unlocked,"[""Circle it search it find it. Just like that."",""What you see is what you get."",""Share more of lifes most share worthy moments in natural true to life color with 50MP camera."",""Break down barriers to language barriers."",""Go bigger. Go brighter."",""See it all in stunning detail on the bigger and brighter screens of Galaxy S24. Look at your pics outside without squinting or looking for shade."",""Note smarter not harder.""]",4.5,17407.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""Quad Lens"",""Android"",""Foldable"",""With Expandable Storage""]","The new era of mobile AI is here. Make every day epic with Galaxy S24. See a delicious looking dish on your social feed but don’t see a recipe? Simply Circle to Search with Google to find it in seconds. Then head to a sunny farmer’s market to pick up the ingredients and see your list clearly on the bright, adaptive display of Galaxy S24. Once the meal is ready, capture stunning close ups of your dish and dinner guests, no matter the lighting, with a high res camera and Nightography. And all the while, you can stay plugged into the moment, not the outlet, with a long lasting battery. Do more easily with Galaxy S24. Galaxy AI is here.","{""1_star"":620,""2_stars"":452,""3_stars"":1035,""4_stars"":3075,""5_stars"":12225}",Sam███g,"Free delivery by Fri, Oct 25",$799.99,881.99,USD,799.99,881.99
https://www.google.com/shopping/product/17745343957563065164?hl=en-US,"HP EliteBook 840 G8 LTE Advanced 14"" Notebook - Full HD - 1920 x 1080",,4.5,164.0,"[""Quad Core"",""English / North America"",""HDMI"",""60Hz"",""1920 x 1080"",""Intel CPU"",""Intel GPU"",""Solid State Drive"",""Gold"",""With No-glare Screen""]","work With Each Other Even When You''re Apart Teams Work From Many Locations Requiring A Powerful, Secure, And Durable Laptop That Connects Easily To Keep You Productive. Meet The Demands Of The Multi-task, Multiplace, Enterprise-business Workday With The Hp Elitebook 840.designed For You The Hp Elitebook 840 Is Built For How You Work With A New Ai-based Audio Experience. This Easy To Carry Ultralight And Thin Business Pc Comes With An 85-percent Screen-to-body Ratio And A Quiet And Comfortable Keyboard To Work On.protected By Hp Wolf Security Hp Wolf Security For Business Creates A Hardware-enforced, Always-on,resilient Defense. From The Bios To The Browser, Above, In, And Below The Os,these Constantly Evolving Solutions Help Protect Your Pc From Modern Threatspursue Success Do Your Best Work When And Where You Like. Stay Connected With Optional 5g And 4g Lte Wireless , Long Battery Life, And A Powerful 11th Gen Intel Core Processor Option. Get The Exceptional Combination Of Responsive Performance, Connectivity And Speed With An Optional Quad-core 11th Gen Intel Core Vpro Processor That Lets You Launch, Create, And Connect Fast And Reliably. Instantly Block Prying Eyes'' Ability To View Your Screen With Optional Hp Sure View Reflect That Produces A Copper Reflective Finish When The Screen Is Viewed From The Side Making It Appear Unreadable. Ai-based Noise Reduction Improves Collaboration By Applying Industry-leading Noise- Filtering Technology To All Audio Input, Giving You An Enhanced Audio And Video Conferencing Experience. Save Time By Automating Driver, Bios, And Hp Software Updates With Hp Patch Assistant. This New Tool-available In The Hp Manageability Integration Kit-helps Simplify The Monitoring Of Hp Device Health And Security Across Your Fleet. Your ""office"" Can Be Where You Need It, Letting You Connect Almost Anywhere With The Hp Elitebook 830 With Optional Support For Up To 5g Wireless Broadband Technology With 4x4 Antennas That Can Deliver Fast Download And Upload Speeds.","{""1_star"":11,""2_stars"":2,""3_stars"":4,""4_stars"":19,""5_stars"":128}",Dir███Dia███,"$100.00 delivery by Wed, Oct 23","$2,525.00",2625.0,USD,2525.0,2625.0
https://www.google.com/shopping/product/5306543931194308389?hl=en-US,"UGG Women's Tasman Slipper, Chestnut, M 6","[""Tasman braid on collar"",""UGGpure wool insole to naturally wick away moisture"",""Lightweight and flexible EVA for indoor and outdoor use""]",4.6,4078.0,"[""Women's"",""6"",""Fur"",""Genuine Leather"",""Genuine Suede"",""Nylon"",""Polyester"",""Rubber"",""Chestnut"",""Recycled Materials""]","A slipper that can be worn indoors and outdoors. Even run to the store without looking like you're in slippers. Cow suede laminated to sheepskin provides the ruggedness and durability of suede on the outside and the softness, comfort and moisture wicking properties of sheepskin on the inside. Nylon woven collar binding adds great style and traditional flair. Naturally thermostatic, sheepskin maintains body temperature in warm or cold climates. Genuine fleece sock liner means ultra snuggly comfort and warmth. Classic outsole with lightweight EVA that is flexible and has solid traction. Runs true to size, size, wide feet go up one size.","{""1_star"":188,""2_stars"":67,""3_stars"":153,""4_stars"":316,""5_stars"":3354}",UGG███,"Free delivery by Fri, Oct 25",$110.00,122.1,USD,110.0,122.1
